id,dupe,S or P?,6 Cluster,8 Cluster,Prop,authors,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,Key,Properties
274,FALSE,S,b,b,Weights for beta-sheet at the window position of -2 ,"Qian-Sejnowski,1988",-0.31,0.25,-0.53,-0.54,-0.06,-0.52,0.07,0.37,-0.32,0.57,0.09,-0.29,0.29,0.24,-0.31,0.11,0.03,0.15,0.29,0.48,QIAN880118,"Weights for beta-sheet at the window position of -2 (Qian-Sejnowski,1988)"
275,FALSE,S,b,b,Weights for beta-sheet at the window position of -1 ,"Qian-Sejnowski,1988",-0.1,0.19,-0.89,-0.89,0.13,-0.34,-0.04,-0.45,-0.34,0.95,0.32,-0.46,0.43,0.36,-0.91,-0.12,0.49,0.34,0.42,0.76,QIAN880119,"Weights for beta-sheet at the window position of -1 (Qian-Sejnowski,1988)"
276,FALSE,S,b,b,Weights for beta-sheet at the window position of 0 ,"Qian-Sejnowski,1988",-0.25,-0.02,-0.77,-1.01,0.13,-0.62,-0.12,-0.72,-0.16,1.1,0.23,-0.59,0.32,0.48,-1.24,-0.31,0.17,0.45,0.77,0.69,QIAN880120,"Weights for beta-sheet at the window position of 0 (Qian-Sejnowski,1988)"
277,FALSE,S,b,b,Weights for beta-sheet at the window position of 1 ,"Qian-Sejnowski,1988",-0.26,-0.09,-0.34,-0.55,0.47,-0.75,-0.33,-0.56,-0.04,0.94,0.25,-0.55,-0.05,0.2,-1.28,-0.28,0.08,0.22,0.53,0.67,QIAN880121,"Weights for beta-sheet at the window position of 1 (Qian-Sejnowski,1988)"
278,FALSE,S,b,b,Weights for beta-sheet at the window position of 2 ,"Qian-Sejnowski,1988",0.05,-0.11,-0.4,-0.11,0.36,-0.35,-0.67,0.14,0.02,0.47,0.32,-0.51,-0.1,0.2,-0.79,0.03,-0.15,0.09,0.34,0.58,QIAN880122,"Weights for beta-sheet at the window position of 2 (Qian-Sejnowski,1988)"
279,FALSE,S,p,b,Weights for beta-sheet at the window position of 3 ,"Qian-Sejnowski,1988",-0.44,-0.13,0.05,-0.2,0.13,-0.28,-0.58,0.08,0.09,-0.04,-0.12,-0.33,-0.21,-0.13,-0.48,0.27,0.47,-0.22,-0.11,0.06,QIAN880123,"Weights for beta-sheet at the window position of 3 (Qian-Sejnowski,1988)"
280,FALSE,S,p,b,Weights for beta-sheet at the window position of 4 ,"Qian-Sejnowski,1988",-0.31,-0.1,0.06,0.13,-0.11,-0.05,-0.47,0.45,-0.06,-0.25,-0.44,-0.44,-0.28,-0.04,-0.29,0.34,0.27,-0.08,0.06,0.11,QIAN880124,"Weights for beta-sheet at the window position of 4 (Qian-Sejnowski,1988)"
281,FALSE,S,p,b,Weights for beta-sheet at the window position of 5 ,"Qian-Sejnowski,1988",-0.02,0.04,0.03,0.11,-0.02,0.1,-0.17,0.38,-0.09,-0.48,-0.26,-0.39,-0.14,-0.03,-0.04,0.41,0.36,-0.01,-0.08,-0.18,QIAN880125,"Weights for beta-sheet at the window position of 5 (Qian-Sejnowski,1988)"
282,FALSE,S,b,b,Weights for beta-sheet at the window position of 6 ,"Qian-Sejnowski,1988",-0.06,0.02,0.1,0.24,-0.19,-0.04,-0.04,0.17,0.19,-0.2,-0.46,-0.43,-0.52,-0.33,0.37,0.43,0.5,-0.32,0.35,0,QIAN880126,"Weights for beta-sheet at the window position of 6 (Qian-Sejnowski,1988)"
309,TRUE,S,b,b,Average relative fractional occurrence in E0 ,i-1,0.93,1.52,0.92,0.6,1.08,0.73,0.94,0.78,1.08,1.74,1.03,1,1.31,1.51,1.37,0.97,1.38,1.12,1.65,1.7,RACS820111,"Average relative fractional occurrence in E0(i-1) (Rackovsky-Scheraga,1982)"
434,FALSE,S,b,b,Thermodynamic beta sheet propensity ,"Kim-Berg, 1993",-0.35,-0.44,-0.38,-0.41,-0.47,-0.41,-0.4,0,-0.46,-0.56,-0.48,-0.41,-0.46,-0.55,-0.23,-0.39,-0.48,-0.48,-0.5,-0.53,KIMC930101,"Thermodynamic beta sheet propensity (Kim-Berg, 1993)"
454,FALSE,S,b,b,Beta-sheet propensity derived from designed sequences ,"Koehl-Levitt,1999",-0.12,0.34,1.05,1.12,-0.63,0.91,1.67,0.76,1.34,-0.77,0.15,0.29,-0.71,-0.67,0,1.45,-0.7,-0.14,-0.49,-0.7,KOEP990102,"Beta-sheet propensity derived from designed sequences (Koehl-Levitt,1999)"
172,TRUE,S,o,b,Normalized frequency of zeta R ,"Maxfield-Scheraga, 1976",0.64,0.62,3.14,1.92,0.32,1.01,0.8,0.63,2.05,0.92,0.37,0.89,1.07,0.86,0.5,1.01,0.92,1,1.31,0.87,MAXF760103,"Normalized frequency of zeta R (Maxfield-Scheraga, 1976)"
63,FALSE,S,c,c,Amino acid composition ,"Dayhoff et al., 1978a",8.6,4.9,4.3,5.5,2.9,6,3.9,8.4,2,4.5,7.4,6.6,1.7,3.6,5.2,7,6.1,1.3,3.4,6.6,DAYM780101,"Amino acid composition (Dayhoff et al., 1978a)"
135,FALSE,S,c,c,Amino acid distribution ,"Jukes et al., 1975",5.3,2.6,3,3.6,1.3,3.3,2.4,4.8,1.4,3.1,4.7,4.1,1.1,2.3,2.5,4.5,3.7,0.8,2.3,4.2,JUKT750101,"Amino acid distribution (Jukes et al., 1975)"
188,FALSE,S,c,c,AA composition of total proteins ,"Nakashima et al., 1990",7.99,5.86,4.33,5.14,1.81,6.1,3.98,6.91,2.17,5.48,9.16,6.01,2.5,3.83,4.95,6.84,5.77,1.34,3.15,6.65,NAKH900101,"AA composition of total proteins (Nakashima et al., 1990)"
190,FALSE,S,c,c,AA composition of mt-proteins ,"Nakashima et al., 1990",5.74,1.92,5.25,2.11,1.03,2.63,2.3,5.66,2.3,9.12,15.36,3.2,5.3,6.51,4.79,7.55,7.51,2.51,4.08,5.12,NAKH900103,"AA composition of mt-proteins (Nakashima et al., 1990)"
192,FALSE,S,c,c,AA composition of mt-proteins from animal ,"Nakashima et al., 1990",5.88,1.54,4.38,1.7,1.11,2.6,2.3,5.29,2.33,8.78,16.52,2.58,6,6.58,5.29,7.68,8.38,2.89,3.51,4.66,NAKH900105,"AA composition of mt-proteins from animal (Nakashima et al., 1990)"
194,FALSE,S,c,c,AA composition of mt-proteins from fungi and plant ,"Nakashima et al., 1990",5.39,2.81,7.31,3.07,0.86,2.7,2.31,6.52,2.23,9.94,12.64,4.67,3.68,6.34,3.62,7.24,5.44,1.64,5.42,6.18,NAKH900107,"AA composition of mt-proteins from fungi and plant (Nakashima et al., 1990)"
196,FALSE,S,c,c,AA composition of membrane proteins ,"Nakashima et al., 1990",9.25,3.96,3.71,3.89,1.07,4.8,3.17,8.51,1.88,6.47,10.94,3.5,3.14,6.36,4.36,6.26,5.66,2.22,3.28,7.55,NAKH900109,"AA composition of membrane proteins (Nakashima et al., 1990)"
201,FALSE,S,c,c,AA composition of CYT of single-spanning proteins ,"Nakashima-Nishikawa,1992",8.63,6.75,4.18,6.24,1.03,7.82,4.76,6.8,2.7,3.48,8.44,6.25,2.14,2.73,6.28,8.53,4.43,0.8,2.54,5.44,NAKH920101,"AA composition of CYT of single-spanning proteins (Nakashima-Nishikawa,1992)"
202,FALSE,S,c,c,AA composition of CYT2 of single-spanning proteins ,"Nakashima-Nishikawa,  1992",10.88,6.01,5.75,6.13,0.69,9.34,4.68,7.72,2.15,1.8,8.03,6.11,3.79,2.93,7.21,7.25,3.51,0.47,1.01,4.57,NAKH920102,"AA composition of CYT2 of single-spanning proteins (Nakashima-Nishikawa,  1992)"
203,FALSE,S,c,c,AA composition of EXT of single-spanning proteins ,"Nakashima-Nishikawa,1992",5.15,4.38,4.81,5.75,3.24,7.05,4.45,6.38,2.69,4.4,8.11,5.25,1.6,3.52,5.65,8.04,7.41,1.68,3.42,7,NAKH920103,"AA composition of EXT of single-spanning proteins (Nakashima-Nishikawa,1992)"
204,FALSE,S,c,c,AA composition of EXT2 of single-spanning proteins ,"Nakashima-Nishikawa,  1992",5.04,3.73,5.94,5.26,2.2,6.07,4.5,7.09,2.99,4.32,9.88,6.31,1.85,3.72,6.22,8.05,5.2,2.1,3.32,6.19,NAKH920104,"AA composition of EXT2 of single-spanning proteins (Nakashima-Nishikawa,  1992)"
205,FALSE,S,c,c,AA composition of MEM of single-spanning proteins ,"Nakashima-Nishikawa,1992",9.9,0.09,0.94,0.35,2.55,0.08,0.87,8.14,0.2,15.25,22.28,0.16,1.85,6.47,2.38,4.17,4.33,2.21,3.42,14.34,NAKH920105,"AA composition of MEM of single-spanning proteins (Nakashima-Nishikawa,1992)"
206,FALSE,S,c,c,AA composition of CYT of multi-spanning proteins ,"Nakashima-Nishikawa,1992",6.69,6.65,4.49,4.97,1.7,7.76,5.39,6.32,2.11,4.51,8.23,8.36,2.46,3.59,5.2,7.4,5.18,1.06,2.75,5.27,NAKH920106,"AA composition of CYT of multi-spanning proteins (Nakashima-Nishikawa,1992)"
207,FALSE,S,c,c,AA composition of EXT of multi-spanning proteins ,"Nakashima-Nishikawa,1992",5.08,4.75,5.75,5.96,2.95,6.04,4.24,8.2,2.1,4.95,8.03,4.93,2.61,4.36,4.84,6.41,5.87,2.31,4.55,6.07,NAKH920107,"AA composition of EXT of multi-spanning proteins (Nakashima-Nishikawa,1992)"
303,TRUE,S,c,c,Average relative fractional occurrence in E0 ,i,0.88,0.99,1.02,1.16,1.14,1.01,0.93,0.7,1.87,1.61,1.09,0.83,1.71,1.52,0.87,1.14,0.96,1.96,1.68,1.56,RACS820105,"Average relative fractional occurrence in E0(i) (Rackovsky-Scheraga,1982)"
460,FALSE,S,c,c,Surface composition of amino acids in intracellular proteins of thermophiles   ,percent,4.47,8.48,3.89,7.05,0.29,16.56,2.87,8.29,1.74,3.3,5.06,12.98,1.71,2.32,5.41,4.27,3.83,0.67,2.75,4.05,FUKS010101,"Surface composition of amino acids in intracellular proteins of thermophiles  (percent) (Fukuchi-Nishikawa, 2001)"
461,FALSE,S,c,c,Surface composition of amino acids in intracellular proteins of mesophiles   ,percent,6.77,6.87,5.5,8.57,0.31,12.93,5.24,7.95,2.8,2.72,4.43,10.2,1.87,1.92,4.79,5.41,5.36,0.54,2.26,3.57,FUKS010102,"Surface composition of amino acids in intracellular proteins of mesophiles  (percent) (Fukuchi-Nishikawa, 2001)"
462,FALSE,S,c,c,Surface composition of amino acids in extracellular proteins of mesophiles   ,percent,7.43,4.51,9.12,8.71,0.42,5.86,5.42,9.4,1.49,1.76,2.74,9.67,0.6,1.18,5.6,9.6,8.95,1.18,3.26,3.1,FUKS010103,"Surface composition of amino acids in extracellular proteins of mesophiles  (percent) (Fukuchi-Nishikawa, 2001)"
463,FALSE,S,c,c,Surface composition of amino acids in nuclear proteins   ,percent,5.22,7.3,6.06,7.91,1.01,10.66,6,5.81,2.27,2.36,4.52,12.68,1.85,1.68,5.7,6.99,5.16,0.56,2.16,4.1,FUKS010104,"Surface composition of amino acids in nuclear proteins (percent)  (Fukuchi-Nishikawa, 2001)"
0,TRUE,S,a,e,alpha-CH chemical shifts ,"Andersen et al., 1992",4.35,4.38,4.75,4.76,4.65,4.29,4.37,3.97,4.63,3.95,4.17,4.36,4.52,4.66,4.44,4.5,4.35,4.7,4.6,3.95,ANDN920101,"alpha-CH chemical shifts (Andersen et al., 1992)"
9,FALSE,S,h,e,Information value for accessibility; average fraction 35% ,"Biou et al.,1988",16,-70,-74,-78,168,-106,-73,-13,50,151,145,-141,124,189,-20,-70,-38,145,53,123,BIOV880101,"Information value for accessibility; average fraction 35% (Biou et al.,1988)"
69,FALSE,S,h,e,Atom-based hydrophobic moment ,"Eisenberg-McLachlan, 1986",0,10,1.3,1.9,0.17,3,1.9,0,0.99,1.2,1,5.7,1.9,1.1,0.18,0.73,1.5,1.6,1.8,0.48,EISD860102,"Atom-based hydrophobic moment (Eisenberg-McLachlan, 1986)"
83,FALSE,S,a,e,N.m.r. chemical shift of alpha-carbon ,"Fauchere et al., 1988",7.3,11.1,8,9.2,14.4,11.4,10.6,0,10.2,16.1,10.1,10.9,10.4,13.9,17.8,13.1,16.7,13.2,13.9,17.2,FAUJ880107,"N.m.r. chemical shift of alpha-carbon (Fauchere et al., 1988)"
10,FALSE,S,h,h,Information value for accessibility; average fraction 23% ,"Biou et al.,1988",44,-68,-72,-91,90,-139,-117,-8,47,100,108,-188,121,148,-36,-60,-54,163,22,117,BIOV880102,"Information value for accessibility; average fraction 23% (Biou et al.,1988)"
34,FALSE,S,h,h,Proportion of residues 95% buried ,"Chothia, 1976",0.38,0.01,0.12,0.15,0.45,0.18,0.07,0.36,0.17,0.6,0.45,0.03,0.4,0.5,0.18,0.22,0.23,0.27,0.15,0.54,CHOC760103,"Proportion of residues 95% buried (Chothia, 1976)"
35,FALSE,S,h,h,Proportion of residues 100% buried ,"Chothia, 1976",0.2,0,0.03,0.04,0.22,0.03,0.01,0.18,0.02,0.19,0.16,0,0.11,0.14,0.04,0.08,0.08,0.04,0.03,0.18,CHOC760104,"Proportion of residues 100% buried (Chothia, 1976)"
66,FALSE,S,h,h,Average membrane preference: AMP07 ,"Degli Esposti et al., 1990",1.26,0.38,0.59,0.27,1.6,0.23,0.39,1.08,1,1.44,1.36,0.33,1.52,1.46,0.54,0.98,1.01,1.06,0.89,1.33,DESM900102,"Average membrane preference: AMP07 (Degli Esposti et al., 1990)"
144,FALSE,S,h,h,The Kerr-constant increments ,"Khanarian-Moore, 1980",49.1,133,-3.6,0,0,0,20,64.6,75.7,18.9,15.6,0,6.8,54.7,43.8,44.4,31,70.5,0,29.5,KHAG800101,"The Kerr-constant increments (Khanarian-Moore, 1980)"
169,FALSE,S,h,h,Average surrounding hydrophobicity ,"Manavalan-Ponnuswamy, 1978",12.97,11.72,11.42,10.85,14.63,11.89,11.76,12.43,12.16,15.67,14.9,11.36,14.39,14,11.37,11.23,11.69,13.93,13.42,15.71,MANP780101,"Average surrounding hydrophobicity (Manavalan-Ponnuswamy, 1978)"
181,TRUE,S,h,h,Average reduced distance for C-alpha ,"Meirovitch et al., 1980",0.93,0.98,0.98,1.01,0.88,1.02,1.02,1.01,0.89,0.79,0.85,1.05,0.84,0.78,1,1.02,0.99,0.83,0.93,0.81,MEIH800101,"Average reduced distance for C-alpha (Meirovitch et al., 1980)"
182,TRUE,S,h,h,Average reduced distance for side chain ,"Meirovitch et al., 1980",0.94,1.09,1.04,1.08,0.84,1.12,1.11,1.01,0.92,0.76,0.82,1.23,0.83,0.73,1.04,1.04,1.02,0.87,1.03,0.81,MEIH800102,"Average reduced distance for side chain (Meirovitch et al., 1980)"
198,FALSE,S,h,h,Transmembrane regions of non-mt-proteins ,"Nakashima et al., 1990",10.17,1.21,1.36,1.18,1.48,1.15,1.57,8.87,1.07,10.91,16.22,1.04,4.12,9.6,2.24,5.38,5.61,2.67,2.68,11.44,NAKH900111,"Transmembrane regions of non-mt-proteins (Nakashima et al., 1990)"
199,FALSE,S,h,h,Transmembrane regions of mt-proteins ,"Nakashima et al., 1990",6.61,0.41,1.84,0.59,0.83,1.63,1.2,4.88,1.14,12.91,21.66,1.15,7.17,7.76,3.51,6.84,8.89,2.11,2.57,6.3,NAKH900112,"Transmembrane regions of mt-proteins (Nakashima et al., 1990)"
208,FALSE,S,c,h,AA composition of MEM of multi-spanning proteins ,"Nakashima-Nishikawa,1992",9.36,0.27,2.31,0.94,2.56,0.94,1.14,6.17,0.47,13.73,16.64,0.58,3.93,10.99,1.96,5.58,4.68,2.2,3.13,12.43,NAKH920108,"AA composition of MEM of multi-spanning proteins (Nakashima-Nishikawa,1992)"
241,FALSE,S,h,h,Average gain in surrounding hydrophobicity ,"Ponnuswamy et al., 1980",7.62,6.81,6.17,6.18,10.93,6.38,6.67,7.31,7.85,9.99,9.37,5.72,9.83,8.99,6.64,6.93,7.08,8.41,8.53,10.38,PONP800102,"Average gain in surrounding hydrophobicity (Ponnuswamy et al., 1980)"
242,FALSE,S,h,h,Average gain ratio in surrounding hydrophobicity ,"Ponnuswamy et al.,1980",2.63,2.45,2.27,2.29,3.36,2.31,2.45,2.55,2.57,3.08,2.98,2.12,3.18,3.02,2.46,2.6,2.55,2.85,2.79,3.21,PONP800103,"Average gain ratio in surrounding hydrophobicity (Ponnuswamy et al.,1980)"
246,FALSE,S,h,h,Accessibility reduction ratio ,"Ponnuswamy et al., 1980",3.7,2.53,2.12,2.6,3.03,3.3,2.7,3.13,3.57,7.69,5.88,1.79,5.21,6.6,2.12,2.43,2.6,6.25,3.03,7.14,PONP800107,"Accessibility reduction ratio (Ponnuswamy et al., 1980)"
247,FALSE,S,h,h,Average number of surrounding residues ,"Ponnuswamy et al., 1980",6.05,5.7,5.04,4.95,7.86,5.1,5.45,6.16,5.8,7.51,7.37,4.88,6.39,6.62,5.65,5.53,5.81,6.98,6.73,7.62,PONP800108,"Average number of surrounding residues (Ponnuswamy et al., 1980)"
298,FALSE,S,h,h,Side chain orientational preference ,"Rackovsky-Scheraga, 1977",1.16,1.72,1.97,2.66,0.5,2.4,3.87,1.63,0.86,0.57,0.51,3.9,0.4,0.43,2.04,1.61,1.48,0.75,1.72,0.59,RACS770103,"Side chain orientational preference (Rackovsky-Scheraga, 1977)"
299,TRUE,S,h,h,Average relative fractional occurrence in A0 ,i,0.85,2.02,0.88,1.5,0.9,1.79,1.71,1.54,1.59,0.67,1.03,0.88,1.17,0.85,1.47,1.5,1.96,0.83,1.34,0.89,RACS820101,"Average relative fractional occurrence in A0(i) (Rackovsky-Scheraga,1982)"
301,TRUE,S,h,h,Average relative fractional occurrence in AL ,i,0.82,2.6,2.07,2.64,0,2.62,0,1.63,0,2.32,0,2.86,0,0,0,1.23,2.48,0,1.9,1.62,RACS820103,"Average relative fractional occurrence in AL(i) (Rackovsky-Scheraga,1982)"
324,FALSE,S,h,h,Relative preference value at N1 ,"Richardson-Richardson, 1988",1.2,0.7,0.7,0.8,0.8,2.2,0.7,0.3,0.7,0.9,0.9,0.6,0.3,0.5,2.6,0.7,0.8,2.1,1.8,1.1,RICJ880104,"Relative preference value at N1 (Richardson-Richardson, 1988)"
325,FALSE,S,h,h,Relative preference value at N2 ,"Richardson-Richardson, 1988",1.6,0.9,0.7,2.6,1.2,2,0.8,0.9,0.7,0.7,0.3,1,1,0.9,0.5,0.8,0.7,1.7,0.4,0.6,RICJ880105,"Relative preference value at N2 (Richardson-Richardson, 1988)"
326,FALSE,S,h,h,Relative preference value at N3 ,"Richardson-Richardson, 1988",1,0.4,0.7,2.2,0.6,3.3,1.5,0.6,0.7,0.4,0.6,0.8,1,0.6,0.4,0.4,1,1.4,1.2,1.1,RICJ880106,"Relative preference value at N3 (Richardson-Richardson, 1988)"
328,FALSE,S,h,h,Relative preference value at N5 ,"Richardson-Richardson, 1988",1.4,1.2,1.2,0.6,1.6,0.9,1.4,0.6,0.9,0.9,1.1,1.9,1.7,1,0.3,1.1,0.6,1.4,0.2,0.8,RICJ880108,"Relative preference value at N5 (Richardson-Richardson, 1988)"
331,FALSE,S,h,h,Relative preference value at C4 ,"Richardson-Richardson, 1988",1.3,0.8,0.6,0.5,0.7,0.7,0.2,0.5,1.9,1.6,1.4,1,2.8,2.9,0,0.5,0.6,2.1,0.8,1.4,RICJ880111,"Relative preference value at C4 (Richardson-Richardson, 1988)"
356,FALSE,S,h,h,Loss of Side chain hydropathy by helix formation ,"Roseman, 1988",0.4,0.3,0.9,0.8,0.5,1.3,0.7,0,1,0.4,0.6,0.4,0.3,0.7,0.9,0.4,0.4,0.6,1.2,0.4,ROSM880103,"Loss of Side chain hydropathy by helix formation (Roseman, 1988)"
376,FALSE,S,h,h,Relative population of conformational state C ,"Vasquez et al., 1983",0.507,0.459,0.287,0.223,0.592,0.445,0.383,0.39,0.31,0.111,0.619,0.559,0.431,0.077,0.739,0.689,0.785,0.16,0.06,0.356,VASM830102,"Relative population of conformational state C (Vasquez et al., 1983)"
377,FALSE,S,h,h,Relative population of conformational state E ,"Vasquez et al., 1983",0.159,0.194,0.385,0.283,0.187,0.206,0.236,0.049,0.233,0.581,0.083,0.159,0.198,0.682,0.366,0.15,0.074,0.463,0.737,0.301,VASM830103,"Relative population of conformational state E (Vasquez et al., 1983)"
381,FALSE,S,h,h,Average interactions per side chain atom ,"Warme-Morgan, 1978",10.04,6.18,5.63,5.76,8.89,5.37,5.41,7.99,7.49,8.72,8.79,4.4,9.15,7.98,7.79,7.08,7,8.07,6.9,8.88,WARP780101,"Average interactions per side chain atom (Warme-Morgan, 1978)"
383,FALSE,S,h,h,Propensity to be buried inside ,"Wertz-Scheraga, 1978",0.52,0.49,0.42,0.37,0.83,0.38,0.35,0.41,0.7,0.79,0.77,0.31,0.76,0.87,0.35,0.49,0.38,0.86,0.64,0.72,WERD780101,"Propensity to be buried inside (Wertz-Scheraga, 1978)"
435,FALSE,S,h,h,Turn propensity scale for transmembrane helices ,"Monne et al., 1999",0.5,1.7,1.7,1.6,0.6,1.6,1.6,1.3,1.6,0.6,0.4,1.6,0.5,0.4,1.7,0.7,0.4,0.7,0.6,0.5,MONM990101,"Turn propensity scale for transmembrane helices (Monne et al., 1999)"
498,FALSE,S,h,h,Knowledge-based membrane-propensity scale from 1D_Helix in MPtopo databases  ,"Punta-Maritan, 2003",-0.17,0.37,0.18,0.37,-0.06,0.15,0.26,0.01,-0.02,-0.28,-0.28,0.32,-0.26,-0.41,0.13,0.05,0.02,-0.15,-0.09,-0.17,PUNT030101,"Knowledge-based membrane-propensity scale from 1D_Helix in MPtopo databases  (Punta-Maritan, 2003)"
499,FALSE,S,h,h,Knowledge-based membrane-propensity scale from 3D_Helix in MPtopo databases  ,"Punta-Maritan, 2003",-0.15,0.32,0.22,0.41,-0.15,0.3,0.03,0.08,0.06,-0.29,-0.36,0.24,-0.19,-0.22,0.15,0.16,-0.08,-0.28,-0.03,-0.24,PUNT030102,"Knowledge-based membrane-propensity scale from 3D_Helix in MPtopo databases  (Punta-Maritan, 2003)"
517,FALSE,S,h,h,Average internal preferences ,"Olsen, 1980",1.38,0,0.37,0.52,1.43,0.71,0.22,1.34,0.66,2.32,1.47,0.15,1.78,1.72,0.85,0.86,0.89,0.82,0.47,1.99,OLSK800101,"Average internal preferences (Olsen, 1980)"
4,FALSE,S,a,i,Conformational parameter of inner helix ,"Beghin-Dirkx, 1975",1,0.52,0.35,0.44,0.06,0.73,0.44,0.35,0.6,0.73,1,0.6,1,0.6,0.06,0.35,0.44,0.73,0.44,0.82,BEGF750101,"Conformational parameter of inner helix (Beghin-Dirkx, 1975)"
7,FALSE,S,h,i,Average flexibility indices ,"Bhaskaran-Ponnuswamy, 1988",0.357,0.529,0.463,0.511,0.346,0.497,0.493,0.544,0.323,0.462,0.365,0.466,0.295,0.314,0.509,0.507,0.444,0.305,0.42,0.386,BHAR880101,"Average flexibility indices (Bhaskaran-Ponnuswamy, 1988)"
40,FALSE,S,c,i,Normalized frequency of N-terminal helix ,"Chou-Fasman, 1978b",1.29,0.44,0.81,2.02,0.66,2.44,1.22,0.76,0.73,0.67,0.58,0.66,0.71,0.61,2.01,0.74,1.08,1.47,0.68,0.61,CHOP780204,"Normalized frequency of N-terminal helix (Chou-Fasman, 1978b)"
42,FALSE,S,c,i,Normalized frequency of N-terminal non helical region ,"Chou-Fasman,1978b",0.7,0.34,1.42,0.98,0.65,1.04,0.75,1.41,1.22,0.78,0.85,1.01,0.83,0.93,1.1,1.55,1.09,0.62,0.99,0.75,CHOP780206,"Normalized frequency of N-terminal non helical region (Chou-Fasman,1978b)"
44,FALSE,S,c,i,Normalized frequency of N-terminal beta-sheet ,"Chou-Fasman, 1978b",0.86,0.9,0.66,0.38,0.87,0.35,1.65,0.63,0.54,1.94,1.3,1,1.43,1.5,0.66,0.63,1.17,1.49,1.07,1.69,CHOP780208,"Normalized frequency of N-terminal beta-sheet (Chou-Fasman, 1978b)"
46,FALSE,S,c,i,Normalized frequency of N-terminal non beta region ,"Chou-Fasman, 1978b",0.67,0.89,1.86,1.39,1.34,0.92,1.09,1.46,0.78,0.59,0.46,1.09,0.52,0.3,1.58,1.41,1.09,0.48,1.23,0.42,CHOP780210,"Normalized frequency of N-terminal non beta region (Chou-Fasman, 1978b)"
52,FALSE,S,c,i,Normalized frequency of the 2nd and 3rd residues in turn ,"Chou-Fasman,1978b",0.64,1.05,1.56,1.61,0.92,0.8,0.84,1.63,0.77,0.29,0.36,1.13,0.51,0.62,2.04,1.52,0.98,0.48,1.08,0.43,CHOP780216,"Normalized frequency of the 2nd and 3rd residues in turn (Chou-Fasman,1978b)"
59,FALSE,S,c,i,Normalized frequency of middle helix ,"Crawford et al., 1973",1.33,0.79,0.72,0.97,0.93,1.66,1.42,0.58,1.49,0.99,1.29,1.03,1.4,1.15,0.49,0.83,0.94,1.33,0.49,0.96,CRAJ730101,"Normalized frequency of middle helix (Crawford et al., 1973)"
61,FALSE,S,c,i,Normalized frequency of turn ,"Crawford et al., 1973",0.6,0.79,1.42,1.24,1.29,0.64,0.92,1.38,0.95,0.67,0.7,1.1,0.67,1.05,1.47,1.26,1.05,1.23,1.35,0.48,CRAJ730103,"Normalized frequency of turn (Crawford et al., 1973)"
78,FALSE,S,o,i,Smoothed upsilon steric parameter ,"Fauchere et al., 1988",0.53,0.69,0.58,0.59,0.66,0.72,0.71,0,0.64,0.96,0.92,0.78,0.77,0.71,0,0.55,0.63,0.84,0.71,0.89,FAUJ880102,"Smoothed upsilon steric parameter (Fauchere et al., 1988)"
137,FALSE,S,a,i,Average relative probability of helix ,"Kanehisa-Tsong, 1980",1.36,1,0.89,1.04,0.82,1.48,1.14,0.63,1.11,1.08,1.21,1.22,1.45,1.05,0.52,0.74,0.81,0.97,0.79,0.94,KANM800101,"Average relative probability of helix (Kanehisa-Tsong, 1980)"
139,FALSE,S,a,i,Average relative probability of inner helix ,"Kanehisa-Tsong, 1980",1.45,1.15,0.64,0.91,0.7,1.29,1.14,0.53,1.13,1.23,1.56,1.27,1.83,1.2,0.21,0.48,0.77,1.17,0.74,1.1,KANM800103,"Average relative probability of inner helix (Kanehisa-Tsong, 1980)"
161,FALSE,S,c,i,"Normalized frequency of reverse turn, with weights ","Levitt, 1978",0.77,0.88,1.28,1.41,0.81,0.99,0.98,1.64,0.68,0.51,0.58,0.96,0.41,0.59,1.91,1.32,1.04,0.76,1.05,0.47,LEVM780103,"Normalized frequency of reverse turn, with weights (Levitt, 1978)"
164,FALSE,S,c,i,"Normalized frequency of reverse turn, unweighted ","Levitt, 1978",0.79,0.9,1.25,1.47,0.79,1.02,0.92,1.67,0.81,0.5,0.57,0.99,0.51,0.77,1.78,1.3,0.97,0.79,0.93,0.46,LEVM780106,"Normalized frequency of reverse turn, unweighted (Levitt, 1978)"
173,FALSE,S,c,i,Normalized frequency of left-handed alpha-helix ,"Maxfield-Scheraga,1976",0.17,0.76,2.62,1.08,0.95,0.28,0.91,5.02,0.57,0.26,0.21,1.17,0,0.28,0.12,0.57,0.23,0,0.97,0.24,MAXF760104,"Normalized frequency of left-handed alpha-helix (Maxfield-Scheraga,1976)"
174,FALSE,S,c,i,Normalized frequency of zeta L ,"Maxfield-Scheraga, 1976",1.13,0.48,1.11,1.18,0.38,1.02,0.41,3.84,0.3,0.4,0.65,1.13,0,0.45,0,0.81,0.71,0.93,0.38,0.48,MAXF760105,"Normalized frequency of zeta L (Maxfield-Scheraga, 1976)"
226,FALSE,S,c,i,Normalized frequency of turn from LG ,"Palau et al., 1981",0.84,0.91,1.48,1.28,0.69,0.78,1,1.76,0.53,0.55,0.49,0.95,0.52,0.88,1.47,1.29,1.05,0.88,1.28,0.51,PALJ810105,"Normalized frequency of turn from LG (Palau et al., 1981)"
